time,open,high,low,close,Plot,Volume
1608820200,301.35158708,302.86581848,301.2734332,302.41643368,32.63344375990161,16784997
1609165800,305.04435785,305.94312746,303.19797247,305.46443495,32.65321257422459,22497745
1609252200,306.80282012,307.42316653,304.82943468,305.73797352,32.6587438027045,25871925
1609338600,306.9102817,307.23266645,305.12251173,305.74774276,32.72274268171,18138071
1609425000,305.65005041,306.98843558,304.56566534,306.49997384,32.77857347767039,21611412
1609770600,307.83835901,308.01420524,298.13750882,302.17220281,32.74141115966468,45305898
1609857000,301.17574085,304.93689627,301.17574085,304.66335769,32.80532866401346,29323409
1609943400,299.91550956,304.68289616,298.91904761,300.44304824,32.8932907202809,52809622
1610029800,303.11981859,308.55151316,303.09051088,307.71135896,32.78468404162236,30394826
1610116200,310.01689838,312.01959153,307.810419,311.66789907,32.638851701960284,33955847
1610375400,308.68828245,309.87035986,306.50974308,307.16428181,32.60662465752913,32869095
1610461800,307.20335875,308.29751305,304.01858819,306.67582007,32.50110703518475,29266762
1610548200,306.93958941,309.54797511,306.33389685,308.74689785,32.64921683181155,22898417
1610634600,309.19628266,310.20251385,306.61876774,307.09589717,32.67636522909604,23500129
1610721000,306.880974,307.84812825,303.41289563,304.66335769,32.702133175050115,35118718
1611066600,306.99820482,309.61635976,305.89428128,309.10835954,32.62858347438906,24537049
1611153000,312.75228414,317.24613216,309.20507497,316.29851639,32.66862585000619,30728096
1611239400,317.64667079,319.58097929,316.25943945,318.82874821,32.75489068541762,25316935
1611325800,317.78344008,318.92644056,317.21682446,317.91044013,32.80579807086779,21609444
1611585000,321.31990309,322.6973652,313.99297696,320.53836431,32.74376921439543,39080644
1611671400,321.26128768,322.15028805,319.6689024,321.00728758,32.71611061741911,25498112
1611757800,318.73105586,318.74082509,310.03643685,312.05866847,32.783516643209765,55263985
1611844200,313.27005359,318.88736362,312.64482256,313.90505385,32.65906993355186,42836324
1611930600,312.20520699,313.31821591,305.54258883,307.3010511,32.68561818402106,55259018
1612189800,310.76912947,316.07382398,308.72735938,314.97966968,32.82962915362433,35646008
1612276200,317.96905554,321.28082615,317.80297855,320.11828721,32.71749042511606,33930844
1612362600,322.20890346,322.57524977,318.78967127,318.84828668,32.728228090915444,24824518
1612449000,320.2550565,322.70713444,318.92644056,322.61921133,32.751975623121666,22350947
1612535400,323.57659634,324.73180836,321.92559565,323.71336563,32.6343047796901,22731960
1612794600,325.41321249,326.03844352,323.7622118,325.88213576,32.77339088940231,20462812
1612881000,324.94428922,327.08375165,324.93451998,325.81375112,32.804298448204506,17597478
1612967400,327.25959787,327.71875191,321.89628795,325.07128927,32.934533540261285,28068700
1613053800,326.61482838,327.26936711,324.45582748,326.85905925,32.96682640043062,22046071
1613140200,326.00913582,328.85198315,324.95405845,328.68590616,32.9745799888927,20346819
1613485800,329.48698342,330.38575302,326.62459761,327.79690579,32.97557900984998,27080777
1613572200,324.7977507,327.91120584,322.55082668,326.22405898,32.906870442099525,31467456
1613658600,322.60944209,326.16163357,320.78259518,324.7977507,33.01427159919638,32236240
1613745000,326.15567434,326.28267439,322.35544199,323.38121164,33.047331855035694,39157677
1614004200,318.9655175,320.23551803,314.79405422,314.99920815,33.14754643078439,47256944
1614090600,309.6847444,315.74167,303.8232035,314.06136161,33.18455457253065,97241936
1614177000,311.38459126,316.96282435,308.66874398,316.65020884,33.174218847499766,58206272
1614263400,313.97343849,316.55251649,304.05766513,305.61097347,33.242365617142866,110182582
1614349800,308.56128239,311.74605295,303.70597268,306.89074324,33.16061576558188,104739841
1614609000,311.90236071,316.46459338,310.59816786,316.12267016,32.97021652433644,49164518
1614695400,316.76743966,316.84559354,310.79843717,311.05243728,32.96121370938574,48370034
1614781800,309.94851374,310.89612952,301.96704888,302.02566429,32.991523467342745,86301073
1614868200,301.65443336,304.83920392,293.18450676,297.08243146,33.04251169249589,139131582
1614954600,299.71524025,302.46430293,290.58589029,301.55674101,32.87472847122905,121523726
1615213800,301.00966386,302.90489542,292.59835267,293.01842976,32.78901054192783,88409781
1615300200,300.3746636,306.49020461,299.83735568,304.57543458,32.644070817893386,80391114
1615386600,308.86412867,309.16697495,303.012357,303.70597268,32.76535986101573,76798065
1615473000,308.48312851,312.47874556,307.58435891,310.70074482,32.915294771213944,53484804
1615559400,306.61720466,310.88655567,304.20518058,308.18028223,32.99038479780581,69315601
1615815000,308.50266698,311.63859137,306.84678168,311.47251437,32.92526302452202,43123176
1615901400,313.68036145,316.71859348,311.73628372,313.18213047,32.91579120050492,54925896
1615987800,310.12435997,316.37667026,308.3952054,314.47166947,32.90448184342505,78258729
1616074200,309.55774435,310.54453476,304.38004988,304.83920392,33.19689727470856,82942269
1616160600,304.67312693,307.46712809,302.51422372,305.91381975,33.09407007896652,78446204
1616419800,308.32466068,313.73386526,308.32466068,311.65039225,33.11763106266569,56194755
1616506200,312.74592735,314.07621998,309.46421282,310.29075493,33.14633776473562,53455411
1616592600,311.66995537,311.70908163,304.91089505,305.0576185,33.044167262754335,64803729
1616679000,303.19716514,306.05044719,300.67538027,304.52941407,33.2133478430065,78729008
1616765400,304.31421968,309.42019579,302.90567455,309.09740419,33.1506667309251,63519634
1617024600,308.5594182,310.06577897,305.6445123,309.00937012,33.54491591680776,54607963
1617111000,307.03349431,308.03121378,304.73482691,307.45410154,33.451327807323786,44635676
1617197400,309.25390921,313.73386526,308.91155449,312.15903354,33.302450673439324,55032535
1617283800,316.01296953,317.61714593,315.75864888,317.48020405,33.34487132892579,55685602
1617629400,319.98428428,324.59140066,317.5462296,323.81865715,33.332204171821466,42172475
1617715800,323.50564712,325.55977543,322.81115611,323.59368119,33.55861161999757,33537210
1617802200,323.11438458,325.21742071,322.17535449,324.37620626,33.64334783109924,32046381
1617888600,327.25198591,327.94647691,326.44979989,327.76062721,33.631987326655846,29940799
1617975000,326.39120833,329.95169741,325.64780951,329.74628458,33.72437285073067,36664892
1618234200,328.69965729,329.73650302,327.41827249,329.31589579,33.68225060781682,25833013
1618320600,330.85160125,333.62956526,330.63640685,333.16005022,33.710733795259756,30374033
1618407000,333.4045893,333.53174963,328.33773945,329.15939077,33.77291901932001,42564337
1618493400,332.05473355,334.53925066,328.8711281,334.14798812,34.00476899948839,36342821
1618579800,334.67619255,334.75444505,332.65140892,334.53925066,34.038435901653,40860099
1618839000,332.95463738,334.11864343,329.5424368,331.47762131,34.06600417020531,34533129
1618925400,330.81247499,332.10364137,327.07748282,329.06157514,34.16350449173207,38081818
1619011800,327.77040877,332.06451511,326.67487367,331.87866541,34.139718123547404,36598082
1619098200,331.48740287,332.47534078,326.71399992,327.87800597,34.086993861574626,45936143
1619184600,328.51380759,333.32340232,328.51380759,332.00582573,34.07303571562864,36414916
1619443800,332.25036482,334.45121659,331.49718443,334.16755125,34.22719121804633,30811968
1619530200,334.46099815,334.67619255,331.76128665,332.71987986,34.195919238763764,33187183
1619616600,332.3873067,333.4045893,330.93973313,331.59500007,34.12056525410191,33615696
1619703000,334.89138694,335.31199417,329.54096956,332.7883508,34.195132558943,37708884
1619789400,330.32339682,332.82747706,329.6875952,330.60706216,34.16788842840019,38263421
1620048600,331.81997603,332.57315641,328.39642883,328.84638075,33.98654633327707,29729730
1620135000,326.27382956,326.59662116,319.08438045,322.92853487,34.110140214205536,65146972
1620221400,324.99244476,325.8630039,321.06025626,321.84278133,34.02641168917961,46219307
1620307800,321.57867912,324.42511408,319.31913797,324.26860906,34.08429011949181,46814283
1620394200,327.0661362,329.29633266,324.44604662,326.89984962,34.18051276231561,53324460
1620653400,325.51086762,325.68693576,318.43879726,318.64421009,34.37674532130379,60700462
1620739800,312.71658266,319.00603013,312.05143635,318.20403974,34.33923988230912,71963612
1620826200,313.23500552,315.57279918,309.09740419,309.96796334,34.34855609452817,91164855
1620912600,312.93177705,315.35760478,309.9777449,312.36444638,34.21200681604706,69877765
1620999000,315.55323605,320.17991555,315.04459475,319.26044859,34.22437601189553,44370015
1621258200,317.53889343,319.24293959,314.42835626,317.32369903,34.345993595529926,39394997
1621344600,318.28229225,319.51476924,314.90765287,315.18153664,34.383958735492904,36528454
1621431000,309.74298738,315.84668295,309.3908511,315.54345449,34.46020657846746,66319108
1621517400,317.04003369,322.50792765,316.81505773,321.64715007,34.44466927858443,46466135
1621603800,323.21220021,323.63280744,319.50498768,319.86690552,34.484269968979405,50330449
1621863000,322.17535449,326.38142676,319.76243842,325.24676541,34.4340594151049,32475771
1621949400,326.7726893,327.49652499,324.50825737,325.69671732,34.47377497022997,31280314
1622035800,326.3716452,327.30089372,325.6771542,326.83137868,34.46995010590252,25444932
1622122200,326.38142676,327.23242278,325.40327042,325.60868325,34.45277511110331,27931747
1622208600,326.82159712,328.239826,326.31295582,326.63574741,34.408530378930195,29927449
1622554200,327.9758216,328.45022743,324.19035656,325.54999387,34.60155107550293,31145424
1622640600,325.9706011,327.03679151,324.44956799,326.18579549,34.62294174584239,22047940
1622727000,323.32957897,324.61096378,321.10916408,322.79159299,34.71585847248109,37057825
1622813400,324.60118222,328.71745974,324.53271128,328.2692685,34.52072540368093,38736545
1623072600,327.73128251,329.30611423,327.03679151,329.24742485,34.658410795646375,32611852
1623159000,331.00321548,331.87866541,327.71171939,329.40392986,34.693724918938,27282819
1623245400,330.7831303,331.56565538,329.29731082,329.48218237,34.65225959114759,21485319
1623331800,329.82453709,333.02310833,329.37458517,332.91551113,34.73628885104172,33702067
1623418200,332.92529269,333.79585184,332.26992794,333.78607027,34.723505065095054,21222830
1623677400,334.21645906,336.99442308,333.02310833,336.98464151,34.63709618535126,27827716
1623763800,336.63250523,336.94551526,334.05995405,334.78378974,34.58959505442972,35963780
1623850200,335.25330479,336.32927676,330.07885774,333.56109432,34.65903263388762,55399538
1623936600,332.54381172,338.81379387,332.4949039,337.79651128,34.67201972928683,59722700
1624023000,336.12386393,337.27632774,334.39252721,335.14570759,34.32735532094135,55414862
1624282200,335.33842169,337.55161806,333.10563951,337.22845222,34.30337882325254,32992649
1624368600,337.02280123,340.82244809,336.71922119,340.37197449,34.33951014899011,28941626
1624455000,340.31321707,341.69401657,339.6962641,340.53845387,34.31182579661945,27188454
1624541400,342.48724182,344.18141426,341.93883918,342.64392829,34.2420240013009,32581605
1624627800,343.21191674,343.45673935,341.61567334,342.22283341,34.26374070839632,28682801
1624887000,343.51549677,346.52191839,343.45673935,346.38481773,34.496015918626654,39130305
1624973400,346.20854545,347.66759026,345.36635568,347.63830948,34.45564940580115,29426039
1625059800,347.48162301,347.87333918,346.50233258,347.08990684,34.372704048579195,32723964
1625146200,346.73736228,347.73623852,345.37614859,347.2270075,34.173657407559645,29289978
1625232600,349.13662384,351.53588539,348.90159413,351.21271955,34.35177467439857,32727244
1625578200,351.81987961,353.01461394,349.10724512,352.73061971,34.45835616909641,38842397
1625664600,354.94381608,355.24739611,351.50650667,353.47488044,34.3516080832273,35265242
1625751000,348.3727773,352.20180288,347.08011393,351.3400273,34.32392957469425,50890021
1625837400,350.75245304,354.01349017,350.16487879,353.53363786,34.39417230383497,35184534
1626096600,354.94381608,355.37470387,353.35736559,354.91443737,34.47071291959368,25717677
1626183000,354.5325141,357.89637673,354.05266179,354.91443737,34.4576752018923,39723015
1626269400,357.2745273,357.92085899,354.71857928,355.55097615,34.34027447744662,35336350
1626355800,355.46284001,355.668491,351.03644727,353.05378555,34.55625462465291,53391557
1626442200,353.91556113,354.90464446,349.84171294,350.1942575,34.614232089130994,47261961
1626701400,346.71777648,347.82437466,344.74940271,347.32493654,34.55213458827946,64404625
1626787800,348.26505535,352.81875585,346.47295387,351.35961311,34.48649091530764,42183702
1626874200,350.92872532,354.0722476,350.70348852,354.0722476,34.46600680383531,30259860
1626960600,354.27789859,356.42254463,354.27789859,356.41275173,34.532468078847295,30252240
1627047000,357.74458671,360.85383382,356.37916206,360.57473605,34.513642750075405,31960799
1627306200,359.87943984,361.25044645,359.00885065,360.85873027,34.54010482571752,28438126
1627392600,360.59432186,360.59432186,352.701241,356.88281113,34.58150437687605,57933148
1627479000,358.02858093,359.84026823,355.71745552,358.25381773,34.56966210482926,42066195
1627565400,357.68582928,360.06491745,357.68582928,358.89035651,34.66850855010154,25672533
1627651800,354.93402318,357.60748605,354.90464446,357.01991179,34.7655117159944,36484649
1627911000,358.69449843,359.28207268,356.33440849,357.0492905,34.5851353067791,27334097
1627997400,357.715208,359.3310372,354.50313539,359.21352235,34.73161791078524,35558511
1628083800,359.17435074,360.6922509,358.05795965,359.73254628,34.751576082502105,29602236
1628170200,360.55515024,362.24932268,359.84026823,362.01429298,34.783611041740905,21443925
1628256600,360.74121542,361.72050585,359.30655494,360.42784249,34.75130990453778,33332107
1628515800,360.88810899,361.62257681,359.7815108,361.09375998,34.63816999288462,25960245
1628602200,361.6127839,361.90657103,358.04816674,359.24290107,34.56622248773208,35130796
1628688600,360.51597862,361.01541674,357.28432021,358.6259481,34.52014446817752,34249812
1628775000,358.11671707,360.28094892,356.75060692,359.91861146,34.641433466307035,26003877
1628861400,360.27115602,361.51485486,359.7717179,361.18189612,34.52750621053866,19336190
1629120600,360.05571212,361.3777542,356.16792912,361.33858258,34.7213475751451,35044107
1629207000,358.56719067,359.5464811,355.70766262,358.15588869,34.73480398818826,44793902
1629293400,357.61727895,359.02745717,354.37093118,354.70878638,34.598443584685384,38541940
1629379800,352.75999842,358.10692417,352.50538291,356.42254463,34.707611486086265,48499368
1629466200,357.4997641,360.51597862,357.18639116,360.11446955,34.63954932583102,39486034
1629725400,361.16231031,366.19096666,361.1525174,365.50056691,34.6785108598798,34034744
1629811800,366.09793407,367.22411806,365.62787466,366.616958,34.7394327159775,21732913
1629898200,366.87157351,367.61583424,366.11262343,367.03805288,34.80062770049384,20441880
1629984600,366.1762773,366.86178061,364.26666097,364.70734166,34.81692344345244,29133325
1630071000,365.34388044,368.76160404,364.85423523,368.25237301,34.81884206178396,27104749
1630330200,369.04559826,372.87462384,369.02601245,372.38497863,35.05826942256602,27295665
1630416600,372.62980123,372.69737227,370.52432681,372.08139859,35.03163838055782,29628175
1630503000,373.14882516,374.78424018,372.49270057,372.69835156,35.09483389029893,28138311
1630589400,374.05956526,374.39252401,371.29796625,372.52207929,35.26397251494883,25503535
1630675800,371.36651658,374.06935816,371.34722456,373.66784909,35.32778888246978,24624937
1631021400,373.77557104,374.85083193,372.6084527,374.19666592,35.343631906688785,23970203
1631107800,374.02039364,374.02039364,370.61246295,372.89420965,35.25852886779741,32949159
1631194200,373.11944645,374.23583754,371.36651658,371.61133919,35.217838341061444,29398978
1631280600,373.33489034,374.05956526,368.45312755,368.79098275,35.30626255499551,40249405
1631539800,371.14127978,371.57216757,366.47006443,368.53636724,35.30498485216513,48741781
1631626200,370.0346816,370.76914942,366.52882186,367.48852648,35.313897881469,41826624
1631712600,367.94879298,370.57329133,365.63766757,370.22074678,35.24223273012485,34097865
1631799000,368.87911889,371.05314364,366.93522739,370.47536229,35.50729197087842,35193083
1631885400,369.99550998,370.0444745,365.04030041,366.08814117,35.324481337581595,60912267
1632144600,360.24893235,362.00380523,353.84707765,358.52347075,35.192137367875276,76203202
1632231000,360.36657746,361.57243983,357.82740385,358.96463991,35.203115488899165,41927483
1632317400,359.88619326,363.78808939,358.77679988,362.31752552,35.212402146442955,46972920
1632403800,363.48417286,366.69980585,362.83614438,365.66060738,35.07320008337243,44652002
1632490200,363.37633151,366.42530059,363.00378866,366.00373895,35.04393522735093,36056800
1632749400,362.93516235,363.96612566,360.51363385,363.08221874,35.051026563374194,43338079
1632835800,358.49405947,363.03516069,352.29808371,352.80787919,35.04136989593796,97701632
1632922200,354.08236787,356.23919488,351.59711494,352.2294574,34.89010806180177,58076621
1633008600,353.88629269,355.5627355,350.09223791,350.9353612,34.7800624085661,61384577
1633095000,351.56280178,354.16079794,347.42561543,353.11179572,34.88226343788526,56375488
1633354200,351.48437171,351.81769952,343.44528923,345.70015383,35.17791488233356,76766005
1633440600,346.76876357,352.63141152,346.54327711,350.36674317,35.19229020206237,47232904
1633527000,347.13150266,352.88630926,346.21975306,352.611804,35.10583694465965,56806536
1633613400,355.68038061,358.51366699,355.14117385,355.84704451,35.12644868082917,39411172
1633699800,356.93526177,357.16721871,353.53335736,354.07256411,35.19655885149795,41822309
1633959000,352.52357017,356.07253097,351.268689,351.35692284,35.21590513996118,34847182
1634045400,352.81768294,353.2588521,349.48440485,350.13145295,35.12141795198503,43905101
1634131800,352.45494386,353.61178743,350.41576196,352.93532805,35.09438533859742,40120795
1634218200,356.55291517,359.65090305,355.88625955,359.43522035,35.30138938446313,43433867
1634304600,360.66069023,361.81753381,359.62149177,361.6998887,35.20800581470095,40419878
1634563800,360.39598874,365.55276603,359.78815567,365.33708333,35.206745086936216,34513514
1634650200,366.41549683,368.1507622,365.38355315,368.1017434,35.19187996547499,29090963
1634736600,368.56252008,369.17525502,366.13118782,367.6213592,35.2698730893692,31390338
1634823000,366.81745096,370.06249522,366.51353443,369.86642004,35.368800051827286,25469277
1634909400,368.60173512,369.57230727,365.07728372,366.7586284,35.38330717109005,36275822
1635168600,368.18997723,371.4350215,366.22922541,370.51346814,35.54307670999624,32597804
1635255000,372.76833274,375.199665,370.48895875,371.68011548,35.50430932302218,47191279
1635341400,372.1310884,375.6310304,371.8663869,372.54284628,35.46466867260677,45760496
1635427800,374.45457931,376.93493036,373.67518046,376.68003262,35.364452847055766,38007005
1635514200,373.58204475,378.699607,373.22910942,378.5329431,35.49857201138655,37310116
1635773400,378.97411226,379.95448817,376.87610781,379.8270393,35.29880588426093,30765303
1635859800,379.20940248,381.89563247,379.16038368,381.41524828,35.47369213869509,25135292
1635946200,381.90543623,385.88576243,380.85643401,385.46420079,35.46025840429977,33748901
1636032600,386.73868947,391.36606378,386.18967896,390.40529538,35.4882959196528,40265313
1636119000,392.18957954,393.12093666,389.36609692,390.77783823,35.4225722578085,43383802
1636381800,390.74842695,391.77782166,389.60138714,390.24843524,35.486450704810565,29256270
1636468200,391.32684874,391.72880286,386.18967896,387.56220524,35.5212052359144,50490720
1636554600,384.76813389,387.60142028,379.92507689,381.8662212,35.53763602697107,54937385
1636641000,384.86617148,385.04263915,382.58189561,382.92502718,35.38643100217319,32242983
1636727400,384.08187075,387.49357893,382.47405426,386.95437217,35.346628431416036,34730564
1636986600,388.14062703,388.46415108,384.40049293,386.86613834,35.40788176287813,33716861
1637073000,386.13085641,390.12098637,385.93478123,389.62099465,35.35319345743586,27872940
1637159400,389.9445187,391.8754671,388.85630144,389.82687359,35.1666849615622,28703263
1637245800,391.88566301,394.37581782,389.65040593,393.86602235,35.237654401214336,45721515
1637332200,395.51305388,397.34635683,394.67973436,396.06206439,35.19597612462663,45191721
1637591400,397.61105833,400.68943869,391.35626002,391.46410137,35.15854590577279,61715370
1637677800,390.29745403,392.37585096,385.20930305,389.67981721,35.042332409262634,70098736
1637764200,387.17985863,391.21900739,384.83676021,390.93469837,35.04340088529566,46954382
1637937000,388.33670221,389.73863976,382.12111893,383.52305649,35.16446816809756,51533314
1638196200,388.12101951,392.86603892,387.38573758,391.84644797,35.357336332927126,54447106
1638282600,390.95430589,393.31701184,384.06226324,386.09164137,35.348299021886575,81332693
1638369000,390.46411794,392.62094494,379.05254233,379.52312277,35.382731232992185,78379245
1638455400,378.22902656,384.05245948,376.79767773,382.25837156,35.45555113076976,84416623
1638541800,383.63089784,384.64068502,371.46443278,375.61142288,35.40253129302831,105349104
1638801000,376.10161084,379.9937032,371.85658314,378.62117693,35.39714139526604,67588801
1638887400,385.3171444,390.6405856,385.27792937,390.02294878,35.31501935738098,56005264
1638973800,390.35627659,391.97389684,388.44454356,391.7680179,35.357620721080885,39204041
1639060200,390.53274425,392.34643969,385.80723432,386.00340754,35.492629467388944,49973714
1639146600,388.83669392,390.46411794,385.64066845,390.19941644,35.39619120873827,52545767
1639405800,390.18961268,390.50823485,384.18971211,384.56225495,35.460370418334186,50166410
1639492200,379.69959043,382.43483922,376.10161084,380.58192875,35.31131182259581,75199181
1639578600,380.32703101,389.62079858,376.34670482,389.25825557,35.27905849048208,73858028
1639665000,390.22882772,390.65529124,377.65060478,379.24861751,35.37332522836731,82591368
1639751400,375.80749806,381.5525009,374.27811164,377.356492,35.407235169843446,81642848
1640010600,372.59206732,374.49151972,370.53555426,373.69640012,35.25903478904597,65336827
1640097000,376.99467405,382.37400178,373.21638346,382.05988045,35.23370022739629,48899477
1640183400,381.76539171,386.91894473,381.09788389,386.71280261,35.241359075214824,37042200
1640269800,387.0661891,391.10559304,386.89931215,389.62824118,35.42100430739205,29595536
1640615400,390.93380794,396.06772838,390.90377009,396.06772838,35.52521802568595,32820705
1640701800,396.9708272,397.14752045,393.34861565,394.23208188,35.52359651295554,33113728
1640788200,394.36950996,395.64562785,391.77800901,394.17318413,35.454671441131374,32248484
1640874600,393.95722572,396.15597684,392.40625166,392.99522915,35.31838687905504,23850065
1640961000,392.31790504,393.69110606,390.04052542,390.54115628,35.246122185202964,34752884
1641220200,391.71911126,394.5560195,389.58897601,394.30079592,35.23105089141845,40575854
1641306600,394.85050824,394.88977341,386.06296411,389.18650806,35.433729267568644,58027206
1641393000,387.48828964,388.61716316,376.97504147,377.23026505,35.455778755431,75739847
1641479400,375.39461854,380.23405024,373.14668779,376.96522518,35.29778789908078,70814324
1641565800,376.97504147,378.67325989,371.09508287,372.88164792,35.249877090117565,72652304
1641825000,367.93423702,373.64731866,362.52546042,373.12705521,35.34766890387326,91770497
1641911400,372.3859252,378.89893643,370.28838004,378.73215764,35.29610383338325,68295698
1641997800,381.32365859,383.03169331,377.93703803,380.23405024,35.4033540441283,54576366
1642084200,381.62796363,382.31510403,369.77969982,370.7220638,35.50240434800502,77993962
1642170600,368.17964431,373.36264621,367.97350219,373.02889229,35.42360096721287,80121210
1642516200,367.16856629,369.30851783,362.97740248,363.74268056,35.405312275666944,75812296
1642602600,365.3132872,367.80662523,359.48241006,359.74744993,35.309862978915454,81791482
1642689000,362.99664241,367.00168933,354.53499916,355.07489519,35.369955328526565,88610680
1642775400,352.86622961,355.5264446,344.94448239,345.22915484,35.331816225158384,143388920
1643034600,339.55043022,347.47708559,328.0113796,346.80957777,35.33894009316273,199448109
1643121000,340.30137652,344.58078879,335.40304708,338.77003505,35.37801780856926,124398394
1643207400,346.4267424,350.32381012,334.51958084,338.23995531,35.38346945363876,146559524
1643293800,342.98122409,344.8168706,333.80299157,334.83370217,35.12700716479164,95255656
1643380200,336.72824642,345.55309246,331.74157036,345.33713405,34.979121128938885,108167897
1643639400,346.71141485,356.96943944,345.06227789,356.38046196,34.98335743444326,94326389
1643725800,357.73511018,359.46277748,352.54229199,358.80508595,35.19194948831145,74433023
1643812200,362.96719353,363.30094744,357.59277395,361.72052452,35.351969034421955,78777135
1643898600,351.94349821,355.28103731,345.98500928,347.05498506,35.320747580393956,95384771
1643985000,347.5752485,354.76077386,345.504011,351.43305105,35.39093443818752,86318301
1644244200,352.03184483,354.41720366,347.33965751,348.60595911,35.378423716811724,58198087
1644330600,347.45745301,353.62208405,346.31876319,352.52265941,35.3687926706837,64720897
1644417000,357.07741865,360.07138755,355.46754685,359.99285722,35.31902006434557,55766422
1644503400,352.91531107,359.75579378,349.99005621,351.84533529,35.361512876855,112468483
1644589800,351.84533529,353.4552071,339.44735916,340.68421189,35.353947510092524,101569102
1644849000,340.12468327,344.53219815,337.57244749,341.10631242,35.31029068738156,80254439
1644935400,346.4267424,349.82317925,345.35676663,349.58758826,35.24410737611174,55390805
1645021800,347.32002493,350.52955959,344.26715828,349.49924163,35.386807864684954,58947086
1645108200,346.25986545,346.96663843,338.68168843,339.10378896,35.42239167540245,61801353
1645194600,340.04615294,340.4388046,332.90970904,335.23617012,35.41967077819138,80001513
1645540200,332.2716501,337.71969186,328.20770543,331.86918215,35.35748675144281,85967095
1645626600,335.04966058,335.89680654,323.0541524,323.36827373,35.35217560070145,86215371
1645713000,312.98263735,334.77480442,312.41329244,334.23490839,35.309172956422955,130614053
1645799400,335.03984429,339.62405241,331.19185803,339.41791029,35.16484182448232,78842088
1646058600,336.21779927,342.13702303,335.04966058,340.42898831,35.31156990814789,77515544
1646145000,339.39827771,341.68351036,332.67411805,335.21653754,35.411801295092545,67407000
1646231400,336.77732788,342.18610448,333.9895011,340.84127255,35.293933722818124,70609015
1646317800,343.50148754,343.60946675,334.09748031,335.97239198,35.34911469933851,71089385
1646404200,333.59684944,335.03984429,328.76723404,331.10351141,35.2570449550675,77009763
1646663400,331.09369512,332.2618338,318.6859027,318.89204482,35.139824146992325,89933794
1646749800,318.09692521,327.0886482,314.06242941,317.4097848,34.95007034072146,116153921
1646836200,325.65546964,330.20041259,323.04433611,328.83594808,34.94822766597877,64723366
1646922600,324.74255454,326.40150779,320.70805874,325.18428765,35.38577170692896,69362714
1647009000,328.17825655,328.49237788,317.94968084,318.44049541,34.94618939665512,66228432
1647264600,317.19382639,320.59026324,311.61817284,312.32494582,34.807663254397475,79802606
1647351000,314.98516081,322.90690803,313.36547272,322.12160471,34.73504194422886,76470991
1647437400,326.06775388,334.18582693,322.36799363,334.06803144,34.833823253491154,105242954
1647523800,332.1538546,338.17124127,330.84887681,338.11234352,35.09024991676386,67809951
1647610200,336.44357397,345.32731776,335.27543529,345.03282901,35.09766178784748,85446347
1647869400,344.19121118,346.43209057,339.64556769,344.07327016,34.97296601424207,73799072
1647955800,344.5745195,351.70995123,344.19121118,350.83522199,34.913488014794396,63345928
1648042200,347.93583858,351.52321128,345.73427286,345.79324337,34.846859217101326,70615457
1648128600,347.72944179,353.52820863,345.56119442,353.47906654,34.78909166141361,53555251
1648215000,353.42009603,354.48156521,348.85361628,353.18421398,34.78812145879035,57584158
